Time,Voltage
0,0.5628140703517588
0,0.5477386934673367
1,0.5678391959798995
2,0.5477386934673367
4,0.5376884422110553
7,0.5678391959798995
7,0.5376884422110553
8,0.5628140703517588
9,0.5628140703517588
9,0.5276381909547738
10,0.5577889447236181
11,0.5577889447236181
12,0.5527638190954773
13,0.5527638190954773
14,0.5477386934673367
17,0.5477386934673367
18,0.5527638190954773
19,0.5527638190954773
20,0.5577889447236181
26,0.5276381909547738
27,0.5326633165829145
31,0.5326633165829145
32,0.5276381909547738
52,0.5577889447236181
53,0.5527638190954773
54,0.5527638190954773
55,0.5477386934673367
64,0.5276381909547738
65,0.5226130653266332
66,0.5226130653266332
67,0.5175879396984925
78,0.5477386934673367
79,0.542713567839196
81,0.542713567839196
82,0.5376884422110553
87,0.5376884422110553
88,0.542713567839196
89,0.542713567839196
90,0.5477386934673367
122,0.5175879396984925
123,0.5226130653266332
124,0.5226130653266332
125,0.5276381909547738
129,0.5477386934673367
130,0.5527638190954773
131,0.5527638190954773
132,0.5577889447236181
148,0.5276381909547738
149,0.5226130653266332
150,0.5226130653266332
151,0.5577889447236181
151,0.5175879396984925
152,0.5527638190954773
154,0.5527638190954773
155,0.5477386934673367
156,0.5477386934673367
157,0.542713567839196
158,0.542713567839196
159,0.5376884422110553
168,0.5175879396984925
170,0.507537688442211
175,0.5376884422110553
176,0.592964824120603
176,0.542713567839196
177,0.5979899497487438
178,0.5979899497487438
179,0.507537688442211
180,0.7135678391959799
180,0.6080402010050251
181,0.7185929648241206
181,0.5175879396984925
182,0.7185929648241206
182,0.5175879396984925
183,0.7286432160804021
183,0.7236180904522613
183,0.5226130653266332
184,0.7336683417085427
184,0.5226130653266332
184,0.5678391959798995
186,0.5778894472361809
186,0.592964824120603
186,0.5979899497487438
187,0.7336683417085427
187,0.5778894472361809
187,0.5879396984924623
188,0.7286432160804021
188,0.6080402010050251
188,0.6130653266331658
189,0.6180904522613065
190,0.6130653266331658
190,0.6030150753768844
191,0.7286432160804021
191,0.6030150753768844
192,0.5979899497487438
193,0.6934673366834171
193,0.7185929648241206
193,0.5979899497487438
194,0.592964824120603
195,0.592964824120603
196,0.6733668341708543
196,0.678391959798995
196,0.5879396984924623
197,0.6331658291457286
197,0.6683417085427136
197,0.5879396984924623
198,0.5829145728643216
200,0.5829145728643216
201,0.5778894472361809
202,0.6080402010050251
204,0.5778894472361809
205,0.5728643216080402
211,0.5728643216080402
212,0.5778894472361809
221,0.6080402010050251
221,0.5778894472361809
222,0.5829145728643216
223,0.6180904522613065
225,0.5829145728643216
226,0.5879396984924623
232,0.5879396984924623
233,0.592964824120603
236,0.6180904522613065
237,0.6231155778894473
237,0.592964824120603
238,0.5979899497487438
242,0.6231155778894473
243,0.6180904522613065
245,0.5979899497487438
246,0.592964824120603
249,0.592964824120603
251,0.5829145728643216
252,0.6180904522613065
252,0.5829145728643216
253,0.6130653266331658
253,0.5778894472361809
253,0.5728643216080402
254,0.6130653266331658
254,0.5678391959798995
255,0.5678391959798995
256,0.6030150753768844
257,0.6030150753768844
257,0.5577889447236181
257,0.5527638190954773
258,0.5979899497487438
258,0.5477386934673367
259,0.5979899497487438
259,0.5477386934673367
261,0.5376884422110553
263,0.5376884422110553
264,0.5728643216080402
265,0.5728643216080402
265,0.5276381909547738
267,0.5628140703517588
268,0.5577889447236181
268,0.5628140703517588
269,0.5527638190954773
270,0.5527638190954773
271,0.5477386934673367
308,0.5276381909547738
310,0.5175879396984925
324,0.5477386934673367
325,0.542713567839196
327,0.542713567839196
328,0.5376884422110553
386,0.5376884422110553
387,0.542713567839196
388,0.542713567839196
389,0.5477386934673367
393,0.5175879396984925
394,0.5226130653266332
395,0.5226130653266332
396,0.5276381909547738
400,0.5477386934673367
401,0.5527638190954773
402,0.5527638190954773
403,0.5577889447236181
413,0.5577889447236181
413,0.5276381909547738
414,0.5527638190954773
414,0.5226130653266332
415,0.5527638190954773
415,0.5226130653266332
416,0.5477386934673367
416,0.5175879396984925
420,0.5477386934673367
421,0.542713567839196
422,0.542713567839196
423,0.5376884422110553
438,0.5376884422110553
440,0.5577889447236181
440,0.5477386934673367
443,0.6633165829145728
443,0.5728643216080402
447,0.7236180904522613
447,0.6834170854271356
447,0.5175879396984925
448,0.7236180904522613
448,0.5226130653266332
449,0.7286432160804021
449,0.5226130653266332
449,0.5276381909547738
450,0.5326633165829145
450,0.542713567839196
450,0.5577889447236181
450,0.5628140703517588
451,0.5477386934673367
451,0.5527638190954773
453,0.5778894472361809
453,0.592964824120603
454,0.5979899497487438
454,0.6030150753768844
455,0.7286432160804021
455,0.6080402010050251
456,0.7236180904522613
457,0.7236180904522613
458,0.592964824120603
459,0.7135678391959799
459,0.592964824120603
460,0.7085427135678392
460,0.7135678391959799
460,0.5879396984924623
460,0.5829145728643216
461,0.6582914572864321
461,0.7035175879396985
461,0.5829145728643216
462,0.6532663316582915
462,0.5778894472361809
463,0.6532663316582915
464,0.6331658291457286
464,0.6482412060301508
465,0.6130653266331658
465,0.628140703517588
466,0.6080402010050251
468,0.5778894472361809
469,0.5728643216080402
482,0.5728643216080402
483,0.5778894472361809
488,0.5778894472361809
489,0.6080402010050251
489,0.5829145728643216
490,0.6130653266331658
491,0.6130653266331658
492,0.6180904522613065
493,0.5829145728643216
494,0.5879396984924623
497,0.5879396984924623
498,0.592964824120603
500,0.592964824120603
501,0.6180904522613065
501,0.5979899497487438
502,0.6231155778894473
503,0.6231155778894473
504,0.628140703517588
509,0.628140703517588
511,0.6180904522613065
511,0.5979899497487438
512,0.592964824120603
513,0.592964824120603
514,0.5879396984924623
515,0.5879396984924623
516,0.6180904522613065
517,0.5778894472361809
517,0.5728643216080402
518,0.6080402010050251
518,0.5728643216080402
520,0.5628140703517588
521,0.6080402010050251
521,0.5628140703517588
523,0.5979899497487438
523,0.5527638190954773
524,0.5979899497487438
524,0.5527638190954773
525,0.5477386934673367
526,0.5879396984924623
526,0.5477386934673367
527,0.5879396984924623
527,0.542713567839196
527,0.5376884422110553
529,0.5276381909547738
530,0.5728643216080402
531,0.5728643216080402
533,0.5628140703517588
534,0.5628140703517588
534,0.5276381909547738
535,0.5226130653266332
536,0.5527638190954773
536,0.5226130653266332
537,0.5527638190954773
537,0.5175879396984925
538,0.5477386934673367
539,0.5477386934673367
540,0.542713567839196
542,0.542713567839196
543,0.5376884422110553
545,0.5477386934673367
547,0.5175879396984925
548,0.5226130653266332
549,0.5226130653266332
550,0.5276381909547738
575,0.5477386934673367
575,0.5276381909547738
576,1.0
576,0.5527638190954773
576,0.5226130653266332
576,0.0
590,0.0
590,1.0
